fullname_x,C0,C1,C2,C3,C4,C5,C6,C7,C8,number_of_stars,num_of_watchers,num_of_forks,repo_id,repository,fullname_y,open_prs,closed_prs,total_prs,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,readme_issues,readme_commits,Rank,Rank_real,star_rank,fork_rank,watchers_rank,pullrequest_rank,label,fullname,created_date,days,community_score,assets_score,releases_score,commits_score,avg_assets_release,progress_score,popularity_score
woltapp/blurhash,0,1,0,1,0,0,1,1,0,9841,9841,220,80,woltapp/blurhash,woltapp/blurhash,60,54,114,41,0,0,0,252,38,13,51,2,41,459.0,104.0,126.0,89.0,126.0,118.0,1,woltapp/blurhash,2019-06-26 10:45:33,983,0.04170905391658189,0.0,0.0,0.25635808748728384,-1,-0.7436419125127162,459.0
swaywm/sway,0,0,0,1,0,1,1,0,0,9790,9790,829,71,swaywm/sway,swaywm/sway,103,0,103,471,7256,30,48,6887,550,3151,3701,2,153,471.0,111.0,125.0,105.0,125.0,116.0,1,swaywm/sway,2015-08-05 01:31:45,2404,0.1959234608985025,0.019966722129783693,0.012479201331114808,2.864808652246256,1.6,4.477287853577371,471.0
jedisct1/libsodium,1,1,0,1,0,1,1,1,0,9737,9737,1514,61,jedisct1/libsodium,jedisct1/libsodium,0,329,329,131,8440902,30,50,4039,2,763,765,0,136,513.0,135.0,124.0,122.0,124.0,143.0,1,jedisct1/libsodium,2013-01-20 00:03:40,3331,0.03932752927048934,0.015010507355148604,0.009006304413089163,1.2125487841489042,1.6666666666666667,2.88822175522866,513.0
h2o/h2o,0,1,0,0,0,1,1,1,0,9670,9670,758,77,h2o/h2o,h2o/h2o,86,1628,1714,148,0,30,0,10025,539,688,1227,1,94,514.0,136.0,122.0,103.0,122.0,167.0,1,h2o/h2o,2014-08-16 23:59:03,2758,0.05366207396664249,0.0,0.010877447425670777,3.6348803480783176,0.0,3.6457577955039886,514.0
openresty/lua-nginx-module,1,1,0,1,1,1,1,0,0,9670,9670,1901,55,openresty/lua-nginx-module,openresty/lua-nginx-module,61,0,61,144,0,0,0,3731,237,958,1195,1,805,483.0,114.0,122.0,129.0,122.0,110.0,1,openresty/lua-nginx-module,2010-04-16 15:59:01,4341,0.0331720801658604,0.0,0.0,0.8594793826307302,-1,-0.1405206173692698,483.0
koekeishiya/yabai,0,1,0,1,0,1,1,0,0,9597,9597,346,85,koekeishiya/yabai,koekeishiya/yabai,6,47,53,4,78149,30,30,1087,201,803,1004,3,33,441.0,98.0,121.0,91.0,121.0,108.0,0,koekeishiya/yabai,2019-05-04 15:00:50,1036,0.003861003861003861,0.02895752895752896,0.02895752895752896,1.0492277992277992,1.0,2.078185328185328,441.0
apple/darwin-xnu,0,1,0,1,1,0,1,0,0,9466,9466,1466,68,apple/darwin-xnu,apple/darwin-xnu,1,28,29,1,0,0,0,123,0,0,0,0,9,458.0,103.0,120.0,121.0,120.0,97.0,1,apple/darwin-xnu,2017-06-02 21:33:51,1737,0.0005757052389176742,0.0,0.0,0.07081174438687392,-1,-0.9291882556131261,458.0
postgres/postgres,0,1,0,1,0,0,0,0,0,9272,9272,3037,49,postgres/postgres,postgres/postgres,1,77,78,53,0,0,0,53143,0,0,0,0,42,502.0,123.0,119.0,153.0,119.0,111.0,1,postgres/postgres,2010-09-21 11:35:45,4183,0.012670332297394215,0.0,0.0,12.704518288309826,-1,11.704518288309826,502.0
SpacehuhnTech/esp8266_deauther,0,1,0,1,1,1,1,0,0,9261,9261,2020,62,SpacehuhnTech/esp8266_deauther,SpacehuhnTech/esp8266_deauther,3,125,128,60,318803,18,257,769,80,758,838,0,115,488.0,116.0,118.0,131.0,118.0,121.0,1,SpacehuhnTech/esp8266_deauther,2017-01-07 13:39:23,1883,0.03186404673393521,0.13648433351035583,0.009559214020180564,0.40839086563993626,14.277777777777779,14.695727857437895,488.0
Tencent/wcdb,1,1,0,1,0,0,1,1,0,9250,9250,1224,74,Tencent/wcdb,Tencent/wcdb,3,34,37,22,267,12,40,1070,224,589,813,1,44,450.0,100.0,117.0,116.0,117.0,100.0,1,Tencent/wcdb,2017-05-11 09:25:03,1759,0.012507106310403639,0.02274019329164298,0.006822057987492893,0.6083001705514497,3.3333333333333335,3.948455561872276,450.0
phpredis/phpredis,1,1,0,1,0,1,1,0,1,9183,9183,2088,64,phpredis/phpredis,phpredis/phpredis,17,615,632,176,0,0,0,2708,130,1308,1438,10,377,519.0,137.0,116.0,134.0,116.0,153.0,1,phpredis/phpredis,2011-03-15 14:40:14,4008,0.043912175648702596,0.0,0.0,0.6756487025948104,-1,-0.32435129740518964,519.0
haiwen/seafile,1,1,0,1,0,1,1,1,0,9169,9169,1367,73,haiwen/seafile,haiwen/seafile,6,0,6,87,0,30,0,2238,154,1929,2083,1,53,417.0,93.0,115.0,120.0,115.0,67.0,0,haiwen/seafile,2012-07-12 06:47:55,3523,0.024694862333238716,0.0,0.008515469770082317,0.6352540448481407,0.0,0.6437695146182231,417.0
webview/webview,1,1,0,1,0,1,1,0,1,9155,9155,719,87,webview/webview,webview/webview,12,138,150,58,0,0,0,379,229,304,533,0,67,454.0,101.0,114.0,101.0,114.0,125.0,1,webview/webview,2017-08-19 08:26:00,1659,0.03496081977094635,0.0,0.0,0.22845087402049427,-1,-0.7715491259795058,454.0
fogleman/Craft,1,1,0,1,0,0,1,0,0,8945,8945,1176,82,fogleman/Craft,fogleman/Craft,39,88,127,18,0,1,0,753,72,78,150,0,46,459.0,104.0,113.0,113.0,113.0,120.0,1,fogleman/Craft,2013-04-09 19:47:38,3252,0.005535055350553505,0.0,0.0003075030750307503,0.23154981549815498,0.0,0.23185731857318573,459.0
HandBrake/HandBrake,0,1,0,1,0,1,1,1,0,8917,8917,863,86,HandBrake/HandBrake,HandBrake/HandBrake,20,0,20,118,268917,30,405,11190,246,3130,3376,0,20,422.0,95.0,112.0,106.0,112.0,92.0,0,HandBrake/HandBrake,2015-08-22 16:32:28,2387,0.049434436531210726,0.16966904063678256,0.012568077084206116,4.687892752408882,13.5,18.20046082949309,422.0
systemd/systemd,0,1,0,1,0,0,0,0,0,8761,8761,2768,59,systemd/systemd,systemd/systemd,184,0,184,2288,0,30,0,56564,1572,6941,8513,4,45,499.0,120.0,111.0,147.0,111.0,130.0,1,systemd/systemd,2015-03-25 15:27:27,2537,0.9018525817895152,0.0,0.011824990145841546,22.295624753646038,0.0,22.307449743791878,499.0
torch/torch7,0,1,0,1,0,0,1,0,0,8671,8671,2389,67,torch/torch7,torch/torch7,15,492,507,167,0,0,0,1337,277,443,720,0,13,508.0,128.0,110.0,140.0,110.0,148.0,1,torch/torch7,2013-10-18 12:13:58,3060,0.05457516339869281,0.0,0.0,0.4369281045751634,-1,-0.5630718954248366,508.0
irungentoo/toxcore,1,1,0,1,1,0,1,0,0,8666,8666,1274,84,irungentoo/toxcore,irungentoo/toxcore,7,849,856,221,0,0,0,3771,90,554,644,2,95,494.0,118.0,109.0,117.0,109.0,159.0,1,irungentoo/toxcore,2013-06-24 00:12:13,3176,0.06958438287153652,0.0,0.0,1.1873425692695214,-1,0.18734256926952142,494.0
acidanthera/OpenCorePkg,0,1,0,1,0,1,1,0,0,8636,8636,1521,79,acidanthera/OpenCorePkg,acidanthera/OpenCorePkg,1,319,320,81,359568,30,62,4060,0,0,0,0,31,482.0,113.0,108.0,124.0,108.0,142.0,1,acidanthera/OpenCorePkg,2019-04-03 19:14:29,1067,0.07591377694470477,0.05810684161199625,0.028116213683223992,3.8050609184629804,2.066666666666667,5.899843798812871,482.0
raspberrypi/linux,0,0,0,0,0,0,1,0,0,8550,8550,4005,54,raspberrypi/linux,raspberrypi/linux,52,1651,1703,29267,0,0,0,1049812,617,2572,3189,0,46,543.0,141.0,107.0,163.0,107.0,166.0,1,raspberrypi/linux,2012-01-17 12:10:20,3700,7.91,0.0,0.0,283.73297297297296,-1,282.73297297297296,543.0
squeaky-pl/japronto,0,1,0,1,0,1,0,0,0,8512,8512,588,92,squeaky-pl/japronto,squeaky-pl/japronto,8,31,39,24,0,0,0,736,83,62,145,0,26,411.0,92.0,106.0,97.0,106.0,102.0,0,squeaky-pl/japronto,2016-10-26 19:51:32,1956,0.012269938650306749,0.0,0.0,0.37627811860940696,-1,-0.623721881390593,411.0
SoftEtherVPN/SoftEtherVPN,0,1,0,1,0,1,1,1,0,8505,8505,2132,76,SoftEtherVPN/SoftEtherVPN,SoftEtherVPN/SoftEtherVPN,8,646,654,113,219036,19,116,1648,189,670,859,0,38,499.0,120.0,105.0,135.0,105.0,154.0,1,SoftEtherVPN/SoftEtherVPN,2014-01-02 12:40:57,2984,0.037868632707774796,0.0388739946380697,0.006367292225201072,0.5522788203753352,6.105263157894737,6.663909270495274,499.0
upx/upx,0,1,0,1,1,1,1,0,0,8399,8399,918,90,upx/upx,upx/upx,1,0,1,20,729580,7,85,3551,126,364,490,0,43,355.0,87.0,104.0,107.0,104.0,40.0,0,upx/upx,2016-08-31 11:23:13,2012,0.009940357852882704,0.04224652087475149,0.0034791252485089465,1.764910536779324,12.142857142857142,13.911246804884975,355.0
glfw/glfw,1,1,0,1,1,1,1,1,0,8360,8360,3228,65,glfw/glfw,glfw/glfw,57,473,530,185,422650,17,58,4424,422,1080,1502,26,708,510.0,132.0,103.0,155.0,103.0,149.0,1,glfw/glfw,2013-04-18 15:24:53,3243,0.05704594511255011,0.017884674683934627,0.005242059821153253,1.3641689793401173,3.411764705882353,4.781175745043623,510.0
davatorium/rofi,0,1,0,1,0,1,1,0,1,8325,8325,437,95,davatorium/rofi,davatorium/rofi,11,297,308,134,34480,30,61,3615,52,1056,1108,3,98,437.0,96.0,102.0,92.0,102.0,141.0,0,davatorium/rofi,2013-01-20 11:54:45,3331,0.04022815971179826,0.018312818973281297,0.009006304413089163,1.085259681777244,2.033333333333333,3.127599319523666,437.0
videolan/vlc,1,1,0,1,0,1,1,1,0,8285,8285,2879,72,videolan/vlc,videolan/vlc,0,118,118,1063,0,0,0,91885,0,0,0,0,3,469.0,110.0,101.0,148.0,101.0,119.0,1,videolan/vlc,2012-01-29 19:30:36,3688,0.28823210412147504,0.0,0.0,24.914587852494577,-1,23.914587852494577,469.0
huangz1990/redis-3.0-annotated,1,0,0,1,0,0,1,1,0,8272,8272,3717,66,huangz1990/redis-3.0-annotated,huangz1990/redis-3.0-annotated,9,6,15,125,0,0,0,3933,16,10,26,0,16,439.0,97.0,100.0,161.0,100.0,78.0,0,huangz1990/redis-3.0-annotated,2014-06-28 02:40:10,2807,0.04453152832205201,0.0,0.0,1.4011400071250446,-1,0.4011400071250446,439.0
libgit2/libgit2,1,1,0,1,1,1,1,1,0,8179,8179,2153,83,libgit2/libgit2,libgit2/libgit2,113,4150,4263,550,66497,30,10,14483,328,1536,1864,0,159,508.0,128.0,99.0,136.0,99.0,174.0,1,libgit2/libgit2,2010-09-10 16:17:48,4194,0.13113972341440153,0.002384358607534573,0.00715307582260372,3.4532665712923225,0.3333333333333333,3.79375298044826,508.0
libevent/libevent,0,0,0,1,0,0,1,0,0,8177,8177,2921,75,libevent/libevent,libevent/libevent,0,468,468,273,3041140,18,14,4613,119,649,768,3,38,493.0,117.0,98.0,150.0,98.0,147.0,1,libevent/libevent,2011-06-06 21:42:50,3925,0.06955414012738853,0.0035668789808917197,0.0045859872611464965,1.1752866242038216,0.7777777777777778,1.9576503892427457,493.0
raysan5/raylib,0,1,0,1,0,1,1,0,0,8084,8084,959,93,raysan5/raylib,raysan5/raylib,1,1074,1075,338,7181,19,89,5670,10,1126,1136,0,144,464.0,107.0,97.0,109.0,97.0,161.0,1,raysan5/raylib,2013-10-24 15:46:04,3054,0.11067452521283562,0.029142108709888672,0.006221349050425672,1.856581532416503,4.684210526315789,6.547013407782718,464.0
lvgl/lvgl,1,1,0,1,0,0,1,1,0,8047,8047,1599,89,lvgl/lvgl,lvgl/lvgl,0,1209,1209,277,150,30,1,7829,35,1881,1916,1,171,479.0,112.0,96.0,125.0,96.0,162.0,1,lvgl/lvgl,2016-06-08 04:14:34,2096,0.1321564885496183,0.00047709923664122136,0.01431297709923664,3.7352099236641223,0.03333333333333333,3.782856234096692,479.0
darlinghq/darling,0,0,0,1,0,0,1,0,0,7922,7922,328,98,darlinghq/darling,darlinghq/darling,2,165,167,67,9197,8,16,3690,205,734,939,3,36,407.0,91.0,95.0,90.0,95.0,127.0,0,darlinghq/darling,2012-12-09 10:31:44,3373,0.019863622887637118,0.004743551734361103,0.0023717758671805513,1.0939816187370293,2.0,3.09635339460421,407.0
microsoft/react-native-code-push,0,1,0,1,1,0,1,0,0,7841,7841,1222,94,microsoft/react-native-code-push,microsoft/react-native-code-push,15,730,745,159,0,30,0,1733,43,1443,1486,6,421,459.0,104.0,94.0,115.0,94.0,156.0,1,microsoft/react-native-code-push,2015-06-02 17:19:20,2468,0.06442463533225283,0.0,0.012155591572123177,0.7021880064829822,0.0,0.7143435980551054,459.0
antirez/disque,1,1,0,1,0,1,1,0,0,7823,7823,547,99,antirez/disque,antirez/disque,18,91,109,59,0,1,0,602,41,65,106,4,133,397.0,90.0,93.0,94.0,93.0,117.0,0,antirez/disque,2015-04-27 16:06:09,2504,0.02356230031948882,0.0,0.00039936102236421724,0.24041533546325877,0.0,0.24081469648562298,397.0
borgbackup/borg,0,1,0,0,1,1,1,0,0,7752,7752,595,97,borgbackup/borg,borgbackup/borg,24,2999,3023,281,4636,30,360,6589,576,2766,3342,13,95,454.0,101.0,92.0,98.0,92.0,172.0,1,borgbackup/borg,2015-05-12 23:10:47,2489,0.11289674568099639,0.1446364001607071,0.012053033346725592,2.6472478907191643,12.0,14.65930092406589,454.0
cesanta/mongoose,0,1,0,1,0,0,1,1,0,7706,7706,2178,88,cesanta/mongoose,cesanta/mongoose,5,405,410,142,3798,30,9,3655,2,1055,1057,0,247,465.0,108.0,91.0,138.0,91.0,145.0,1,cesanta/mongoose,2012-08-14 15:09:51,3490,0.040687679083094556,0.0025787965616045844,0.008595988538681949,1.0472779369627507,0.3,1.3558739255014327,465.0
EZLippi/Tinyhttpd,0,0,0,1,0,0,1,0,0,7685,7685,3324,81,EZLippi/Tinyhttpd,EZLippi/Tinyhttpd,7,9,16,7,0,0,0,25,18,20,38,0,10,417.0,93.0,90.0,158.0,90.0,79.0,0,EZLippi/Tinyhttpd,2015-05-20 06:44:01,2481,0.0028214429665457475,0.0,0.0,0.01007658202337767,-1,-0.9899234179766223,417.0
espressif/arduino-esp32,0,1,0,0,1,1,1,1,0,7682,7682,4847,78,espressif/arduino-esp32,espressif/arduino-esp32,39,1588,1627,522,1421752,30,114,1678,357,4384,4741,1,45,509.0,130.0,89.0,166.0,89.0,165.0,1,espressif/arduino-esp32,2016-10-06 06:04:20,1976,0.26417004048583,0.057692307692307696,0.015182186234817813,0.8491902834008097,3.8,4.6643724696356275,509.0
PX4/NuttX,1,1,0,1,0,1,1,1,1,99,99,160,100,PX4/NuttX,PX4/NuttX,0,162,162,521,0,0,0,42212,4,13,17,0,13,390.0,89.0,88.0,88.0,88.0,126.0,0,PX4/NuttX,2015-07-22 22:06:58,2418,0.21546732837055418,0.0,0.0,17.457402812241522,-1,16.457402812241522,390.0
hvqzao/foolavc,0,1,0,1,0,1,1,0,0,98,98,33,102,hvqzao/foolavc,hvqzao/foolavc,0,0,0,1,0,0,0,9,0,1,1,0,7,248.0,75.0,87.0,73.0,87.0,1.0,0,hvqzao/foolavc,2016-06-04 11:57:29,2100,0.0004761904761904762,0.0,0.0,0.004285714285714286,-1,-0.9957142857142857,248.0
DanieleDeSensi/peafowl,0,1,0,0,1,1,0,1,0,97,97,33,104,DanieleDeSensi/peafowl,DanieleDeSensi/peafowl,0,35,35,13,29,2,3,456,1,8,9,0,70,343.0,86.0,86.0,73.0,86.0,98.0,0,DanieleDeSensi/peafowl,2013-04-05 10:56:18,3256,0.003992628992628993,0.0009213759213759214,0.0006142506142506142,0.14004914004914004,1.5,1.6406633906633907,343.0
xiph/opusfile,0,0,0,0,0,1,1,0,0,96,96,47,101,xiph/opusfile,xiph/opusfile,3,10,13,26,16019,6,12,457,8,9,17,0,6,328.0,85.0,85.0,82.0,85.0,76.0,0,xiph/opusfile,2014-12-18 07:15:34,2634,0.009870918754745633,0.004555808656036446,0.002277904328018223,0.17350037965072135,2.0,2.1757782839787394,328.0
rigglemania/pysqlcipher3,0,1,0,1,1,0,1,0,0,95,95,29,107,rigglemania/pysqlcipher3,rigglemania/pysqlcipher3,1,0,1,5,0,0,0,33,8,10,18,0,10,277.0,80.0,84.0,69.0,84.0,40.0,0,rigglemania/pysqlcipher3,2015-02-10 23:03:20,2580,0.001937984496124031,0.0,0.0,0.012790697674418604,-1,-0.9872093023255814,277.0
moonpolysoft/cherly,1,1,0,1,0,0,1,0,0,94,94,16,115,moonpolysoft/cherly,moonpolysoft/cherly,0,0,0,1,0,0,0,50,2,0,2,0,7,207.0,61.0,83.0,40.0,83.0,1.0,0,moonpolysoft/cherly,2009-02-22 23:00:17,4759,0.0002101281781886951,0.0,0.0,0.010506408909434755,-1,-0.9894935910905652,207.0
heltonWernik/OpenLuck,0,0,0,1,0,0,1,0,0,93,93,47,103,heltonWernik/OpenLuck,heltonWernik/OpenLuck,0,1,1,3,0,0,0,9,3,0,3,0,5,286.0,82.0,82.0,82.0,82.0,40.0,0,heltonWernik/OpenLuck,2018-06-24 18:36:26,1350,0.0022222222222222222,0.0,0.0,0.006666666666666667,-1,-0.9933333333333333,286.0
Jiantastic/c-to-mips-compiler,0,0,0,1,0,0,1,0,0,92,92,28,110,Jiantastic/c-to-mips-compiler,Jiantastic/c-to-mips-compiler,0,10,10,4,0,0,0,69,0,1,1,0,13,298.0,83.0,81.0,64.0,81.0,72.0,0,Jiantastic/c-to-mips-compiler,2016-02-04 11:23:50,2221,0.0018009905447996398,0.0,0.0,0.031067086897793788,-1,-0.9689329131022062,298.0
bubicn/bubichain-v3,1,0,0,0,0,1,0,0,0,91,91,57,106,bubicn/bubichain-v3,bubicn/bubichain-v3,0,0,0,17,0,0,0,278,5,0,5,0,7,245.0,74.0,80.0,84.0,80.0,1.0,0,bubicn/bubichain-v3,2017-08-22 07:08:51,1656,0.010265700483091788,0.0,0.0,0.1678743961352657,-1,-0.8321256038647343,245.0
JUMA-IO/STM32_Platform,1,1,0,1,0,0,1,1,0,90,90,69,105,JUMA-IO/STM32_Platform,JUMA-IO/STM32_Platform,0,93,93,17,0,7,0,261,4,7,11,0,19,358.0,88.0,79.0,86.0,79.0,114.0,0,JUMA-IO/STM32_Platform,2016-01-13 03:49:37,2243,0.007579135086937138,0.0,0.003120820329915292,0.11636201515827017,0.0,0.11948283548818546,358.0
juce/sockproc,0,1,0,1,1,1,1,0,0,89,89,34,108,juce/sockproc,juce/sockproc,1,0,1,6,0,0,0,43,1,7,8,0,11,272.0,78.0,78.0,76.0,78.0,40.0,0,juce/sockproc,2014-03-19 00:09:29,2908,0.0020632737276478678,0.0,0.0,0.014786795048143054,-1,-0.9852132049518569,272.0
pprett/bolt,0,1,0,1,0,0,1,0,0,88,88,17,118,pprett/bolt,pprett/bolt,0,1,1,4,0,0,0,117,0,0,0,0,5,237.0,71.0,77.0,43.0,77.0,40.0,0,pprett/bolt,2009-08-04 09:19:38,4596,0.0008703220191470844,0.0,0.0,0.025456919060052218,-1,-0.9745430809399478,237.0
dimitri/pgextwlist,1,0,0,1,0,1,0,0,0,86,86,31,111,dimitri/pgextwlist,dimitri/pgextwlist,2,23,25,17,0,4,0,102,4,17,21,4,13,320.0,84.0,76.0,72.0,76.0,96.0,0,dimitri/pgextwlist,2011-12-11 14:11:13,3737,0.004549103559004549,0.0,0.0010703773080010704,0.027294621354027295,0.0,0.028364998662028365,320.0
jamesmunns/nrf52dk-sys,1,1,0,1,0,0,1,0,0,85,85,18,120,jamesmunns/nrf52dk-sys,jamesmunns/nrf52dk-sys,0,8,8,3,0,0,0,57,1,7,8,0,6,272.0,78.0,75.0,52.0,75.0,70.0,0,jamesmunns/nrf52dk-sys,2017-04-01 00:59:33,1799,0.0016675931072818232,0.0,0.0,0.03168426903835464,-1,-0.9683157309616454,272.0
yubo/ip_vs_ca,1,1,0,1,1,0,1,0,0,84,84,26,116,yubo/ip_vs_ca,yubo/ip_vs_ca,0,0,0,3,48,3,7,32,3,11,14,0,20,210.0,63.0,74.0,61.0,74.0,1.0,0,yubo/ip_vs_ca,2016-02-24 07:31:12,2201,0.0013630168105406633,0.0031803725579282144,0.0013630168105406633,0.014538845979100408,2.3333333333333335,2.3492351961229745,210.0
atnan/QLPrettyPatch,0,0,0,1,0,1,0,0,0,83,83,4,137,atnan/QLPrettyPatch,atnan/QLPrettyPatch,1,0,1,1,89326,1,1,11,0,0,0,0,5,199.0,55.0,73.0,13.0,73.0,40.0,0,atnan/QLPrettyPatch,2013-11-27 22:14:43,3020,0.00033112582781456954,0.00033112582781456954,0.00033112582781456954,0.003642384105960265,1.0,1.0039735099337748,199.0
vonj/snippets.org,0,0,0,0,0,0,1,0,0,82,82,37,112,vonj/snippets.org,vonj/snippets.org,0,0,0,3,0,0,0,5,0,0,0,0,3,223.0,66.0,72.0,78.0,72.0,1.0,0,vonj/snippets.org,2012-12-13 22:24:59,3369,0.0008904719501335708,0.0,0.0,0.0014841199168892847,-1,-0.9985158800831108,223.0
awailly/nrop,1,0,0,1,0,1,0,0,1,81,81,16,123,awailly/nrop,awailly/nrop,0,2,2,3,0,0,0,126,3,1,4,1,10,238.0,72.0,71.0,40.0,71.0,56.0,0,awailly/nrop,2014-07-21 11:29:39,2784,0.0010775862068965517,0.0,0.0,0.04525862068965517,-1,-0.9547413793103449,238.0
zhanghuicuc/ffmpeg_camera_streamer,0,0,0,1,0,0,1,0,0,80,80,71,109,zhanghuicuc/ffmpeg_camera_streamer,zhanghuicuc/ffmpeg_camera_streamer,0,0,0,1,0,0,0,10,1,0,1,0,7,228.0,68.0,70.0,87.0,70.0,1.0,0,zhanghuicuc/ffmpeg_camera_streamer,2015-08-27 13:22:04,2382,0.00041981528127623844,0.0,0.0,0.0041981528127623844,-1,-0.9958018471872376,228.0
InfiniteSearchSpace/PyCl-Convergence,0,0,0,1,0,0,1,0,0,79,79,9,131,InfiniteSearchSpace/PyCl-Convergence,InfiniteSearchSpace/PyCl-Convergence,1,0,1,1,0,0,0,51,0,0,0,0,16,204.0,59.0,69.0,26.0,69.0,40.0,0,InfiniteSearchSpace/PyCl-Convergence,2014-08-16 00:37:07,2758,0.00036258158085569254,0.0,0.0,0.01849166062364032,-1,-0.9815083393763597,204.0
postmodern/digest-crc,1,1,0,1,1,1,1,0,0,78,78,28,117,postmodern/digest-crc,postmodern/digest-crc,0,0,0,8,0,0,0,229,4,18,22,0,50,201.0,56.0,68.0,64.0,68.0,1.0,0,postmodern/digest-crc,2010-05-28 11:33:17,4299,0.0018608978832286578,0.0,0.0,0.05326820190742033,-1,-0.9467317980925797,201.0
illuspas/SayHi,0,0,1,0,0,0,0,0,0,77,77,66,113,illuspas/SayHi,illuspas/SayHi,0,0,0,1,0,0,0,19,0,3,3,0,7,220.0,65.0,67.0,85.0,67.0,1.0,0,illuspas/SayHi,2013-05-18 13:00:28,3213,0.0003112356053532524,0.0,0.0,0.005913476501711796,-1,-0.9940865234982882,220.0
PaulKlinger/cnn_card,1,1,0,0,0,0,0,0,0,76,76,2,144,PaulKlinger/cnn_card,PaulKlinger/cnn_card,0,0,0,1,0,0,0,65,0,0,0,0,4,140.0,28.0,66.0,7.0,66.0,1.0,0,PaulKlinger/cnn_card,2020-09-12 19:36:33,539,0.0018552875695732839,0.0,0.0,0.12059369202226346,-1,-0.8794063079777366,140.0
