Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname_x,URL,created_date_x,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,fullname_y,created_date_y,days,download_score,community_score,assets_score,releases_score,commits_score,avg_assets_release,Label
MahApps/MahApps.Metro,34,12,1,0,0,39,61,3,0,0.0,2584777,MahApps/MahApps.Metro,https://github.com/MahApps/MahApps.Metro,2011-10-16 04:16:10,C#,,7996,2356,7996,82,46,MahApps/MahApps.Metro,216.0,5892.0,30.0,85.0,6122.0,65.0,2713.0,2778.0,7.0,1369.0,1376.0,3.0,95.0,MahApps/MahApps.Metro,2011-10-16 04:16:10,3827,1.5395871439770057,0.0564410765612751,0.0222106088319832,0.0078390384112882,1.5996864384635483,2.833333333333333,1
MonoGame/MonoGame,41,5,0,0,0,3,19,0,2,0.0,1579990,MonoGame/MonoGame,https://github.com/MonoGame/MonoGame,2011-04-07 00:23:40,C#,,7982,2518,7982,770,47,MonoGame/MonoGame,430.0,21049.0,17.0,55.0,12883.0,685.0,2707.0,3392.0,104.0,4091.0,4195.0,2.0,69.0,MonoGame/MonoGame,2011-04-07 00:23:40,4019,5.237372480716596,0.1069917890022393,0.0136849962677282,0.0042299079372978,3.205523762129883,3.235294117647059,1
chocolatey/choco,55,11,4,0,0,9,28,1,13,3.0,28647218,chocolatey/choco,https://github.com/chocolatey/choco,2014-12-30 22:12:11,C#,,7874,785,7874,800,48,chocolatey/choco,116.0,147.0,2.0,4.0,3416.0,759.0,1355.0,2114.0,65.0,361.0,426.0,37.0,68.0,chocolatey/choco,2014-12-30 22:12:11,2656,0.0553463855421686,0.0436746987951807,0.0015060240963855,0.0007530120481927,1.286144578313253,2.0,1
dotnet/machinelearning,9,9,0,1,0,4,28,1,0,4.0,132021166,dotnet/machinelearning,https://github.com/dotnet/machinelearning,2018-05-03 16:20:42,C#,,7734,1697,7734,605,49,dotnet/machinelearning,198.0,0.0,2.0,0.0,2543.0,640.0,2570.0,3210.0,9.0,2840.0,2849.0,3.0,63.0,dotnet/machinelearning,2018-05-03 16:20:42,1436,0.0,0.1378830083565459,0.0,0.0013927576601671,1.7708913649025069,0.0,1
dotnet/runtime,19,4,0,0,0,9,24,1,2,0.0,210716005,dotnet/runtime,https://github.com/dotnet/runtime,2019-09-24 23:36:39,C#,,7646,2556,7646,7576,50,dotnet/runtime,2529.0,0.0,2.0,0.0,116183.0,7841.0,38541.0,46382.0,219.0,18636.0,18855.0,2.0,25.0,dotnet/runtime,2019-09-24 23:36:39,927,0.0,2.7281553398058254,0.0,0.0021574973031283,125.33225458468176,0.0,1
JustArchiNET/ArchiSteamFarm,13,25,0,0,0,18,30,0,0,0.0,44897462,JustArchiNET/ArchiSteamFarm,https://github.com/JustArchiNET/ArchiSteamFarm,2015-10-25 05:12:33,C#,,7172,854,7172,2,51,JustArchiNET/ArchiSteamFarm,47.0,2941.0,30.0,298.0,9862.0,0.0,1101.0,1101.0,0.0,1327.0,1327.0,1.0,115.0,JustArchiNET/ArchiSteamFarm,2015-10-25 05:12:33,2357,1.2477725922783198,0.0199406024607551,0.1264319049639372,0.0127280441238862,4.1841323716588885,9.933333333333334,1
jbogard/MediatR,0,4,0,0,0,1,5,0,0,0.0,17369361,jbogard/MediatR,https://github.com/jbogard/MediatR,2014-03-03 15:01:22,C#,,7164,891,7164,72,52,jbogard/MediatR,67.0,0.0,2.0,0.0,502.0,70.0,469.0,539.0,8.0,163.0,171.0,0.0,13.0,jbogard/MediatR,2014-03-03 15:01:22,2958,0.0,0.0226504394861392,0.0,0.0006761325219743,0.169709263015551,0.0,1
NancyFx/Nancy,21,3,0,0,0,2,16,0,3,1.0,738250,NancyFx/Nancy,https://github.com/NancyFx/Nancy,2010-06-24 19:35:22,C#,,7155,1518,7155,222,53,NancyFx/Nancy,338.0,0.0,2.0,0.0,5476.0,196.0,1136.0,1332.0,26.0,1646.0,1672.0,0.0,17.0,NancyFx/Nancy,2010-06-24 19:35:22,4306,0.0,0.0784951230840687,0.0,0.0004644681839294,1.2717138875986995,0.0,1
jasontaylordev/CleanArchitecture,19,7,0,0,0,3,19,0,17,1.0,213460285,jasontaylordev/CleanArchitecture,https://github.com/jasontaylordev/CleanArchitecture,2019-10-07 18:44:32,C#,,7125,1596,7125,66,54,jasontaylordev/CleanArchitecture,55.0,0.0,2.0,0.0,354.0,73.0,258.0,331.0,19.0,120.0,139.0,1.0,58.0,jasontaylordev/CleanArchitecture,2019-10-07 18:44:32,914,0.0,0.0601750547045951,0.0,0.0021881838074398,0.387308533916849,0.0,1
dotnet/BenchmarkDotNet,0,13,0,0,0,40,70,1,4,3.0,12191244,dotnet/BenchmarkDotNet,https://github.com/dotnet/BenchmarkDotNet,2013-08-18 06:17:48,C#,,7110,728,7110,178,55,dotnet/BenchmarkDotNet,190.0,0.0,2.0,0.0,2214.0,167.0,1098.0,1265.0,29.0,648.0,677.0,7.0,115.0,dotnet/BenchmarkDotNet,2013-08-18 06:17:48,3155,0.0,0.0602218700475435,0.0,0.000633914421553,0.701743264659271,0.0,1
abpframework/abp,16,9,0,0,0,0,33,0,0,2.0,75505125,abpframework/abp,https://github.com/abpframework/abp,2016-12-03 22:56:24,C#,,7104,2241,7104,547,56,abpframework/abp,307.0,0.0,2.0,0.0,23180.0,542.0,6065.0,6607.0,51.0,5005.0,5056.0,1.0,43.0,abpframework/abp,2016-12-03 22:56:24,1952,0.0,0.1572745901639344,0.0,0.0010245901639344,11.875,0.0,1
Perfare/AssetStudio,20,1,0,0,0,4,6,0,1,0.0,64753043,Perfare/AssetStudio,https://github.com/Perfare/AssetStudio,2016-08-02 11:59:11,C#,,7102,1294,7102,54,57,Perfare/AssetStudio,24.0,208861.0,22.0,29.0,556.0,68.0,803.0,871.0,4.0,58.0,62.0,0.0,36.0,Perfare/AssetStudio,2016-08-02 11:59:11,2075,100.65590361445784,0.0115662650602409,0.0139759036144578,0.0106024096385542,0.2679518072289156,1.318181818181818,1
HangfireIO/Hangfire,15,4,0,0,0,3,18,2,8,11.0,11920542,HangfireIO/Hangfire,https://github.com/HangfireIO/Hangfire,2013-08-06 09:43:04,C#,,7098,1471,7098,661,58,HangfireIO/Hangfire,154.0,614.0,30.0,30.0,3536.0,630.0,931.0,1561.0,53.0,397.0,450.0,1.0,124.0,HangfireIO/Hangfire,2013-08-06 09:43:04,3167,0.1938743290179981,0.0486264603725923,0.0094726870855699,0.0094726870855699,1.1165140511525102,1.0,1
JeffreySu/WeiXinMPSDK,97,12,0,1,0,24,38,1,13,7.0,7560589,JeffreySu/WeiXinMPSDK,https://github.com/JeffreySu/WeiXinMPSDK,2013-01-11 13:52:44,C#,,7076,4146,7076,152,59,JeffreySu/WeiXinMPSDK,153.0,0.0,2.0,0.0,9388.0,159.0,707.0,866.0,3.0,1723.0,1726.0,0.0,581.0,JeffreySu/WeiXinMPSDK,2013-01-11 13:52:44,3374,0.0,0.0453467694131594,0.0,0.0005927682276229,2.782454060462359,0.0,1
carlospolop/PEASS-ng,4,4,1,0,0,3,8,1,0,0.0,165548191,carlospolop/PEASS-ng,https://github.com/carlospolop/PEASS-ng,2019-01-13 19:58:24,C#,,7039,1755,7039,3,60,carlospolop/PEASS-ng,61.0,53984.0,29.0,396.0,1313.0,4.0,115.0,119.0,0.0,157.0,157.0,0.0,89.0,carlospolop/PEASS-ng,2019-01-13 19:58:24,1181,45.7104149026249,0.0516511430990685,0.3353090601185436,0.0245554614733276,1.1117696867061813,13.655172413793103,1
dotnet-architecture/eShopOnWeb,16,3,0,0,0,5,10,0,6,5.0,83380995,dotnet-architecture/eShopOnWeb,https://github.com/dotnet-architecture/eShopOnWeb,2017-02-28 02:39:37,C#,,6879,3348,6879,2,61,dotnet-architecture/eShopOnWeb,69.0,0.0,2.0,0.0,533.0,2.0,286.0,288.0,7.0,392.0,399.0,0.0,48.0,dotnet-architecture/eShopOnWeb,2017-02-28 02:39:37,1865,0.0,0.0369973190348525,0.0,0.0010723860589812,0.2857908847184987,0.0,1
duplicati/duplicati,9,20,0,0,0,7,30,0,0,0.0,22636263,duplicati/duplicati,https://github.com/duplicati/duplicati,2014-08-05 08:28:16,C#,,6872,699,6872,818,62,duplicati/duplicati,196.0,6638.0,30.0,269.0,8117.0,815.0,2812.0,3627.0,14.0,1040.0,1054.0,3.0,43.0,duplicati/duplicati,2014-08-05 08:28:16,2803,2.3681769532643595,0.069925080271138,0.0959686050660007,0.0107028184088476,2.8958259008205496,8.966666666666667,1
microsoft/ailab,10,1,0,0,0,0,13,0,0,0.0,142076747,microsoft/ailab,https://github.com/microsoft/ailab,2018-07-23 22:40:54,C#,,6861,1281,6861,65,63,microsoft/ailab,48.0,254.0,1.0,3.0,134.0,24.0,24.0,48.0,40.0,52.0,92.0,0.0,14.0,microsoft/ailab,2018-07-23 22:40:54,1355,0.1874538745387453,0.0354243542435424,0.0022140221402214,0.0007380073800738,0.0988929889298893,3.0,1
Sonarr/Sonarr,27,9,0,0,0,3,21,0,0,0.0,2465723,Sonarr/Sonarr,https://github.com/Sonarr/Sonarr,2011-09-27 05:57:16,C#,,6824,963,6824,165,64,Sonarr/Sonarr,206.0,0.0,2.0,0.0,9150.0,147.0,3908.0,4055.0,18.0,846.0,864.0,0.0,13.0,Sonarr/Sonarr,2011-09-27 05:57:16,3846,0.0,0.0535621424856994,0.0,0.000520020800832,2.3790951638065523,0.0,1
nopSolutions/nopCommerce,8,4,0,0,0,0,22,0,0,0.0,18586705,nopSolutions/nopCommerce,https://github.com/nopSolutions/nopCommerce,2014-04-09 05:47:50,C#,,6791,3866,6791,223,66,nopSolutions/nopCommerce,163.0,28858.0,30.0,153.0,13555.0,194.0,5259.0,5453.0,49.0,662.0,711.0,0.0,37.0,nopSolutions/nopCommerce,2014-04-09 05:47:50,2921,9.87949332420404,0.0558028072577884,0.0523793221499486,0.0102704553235193,4.640534063676823,5.1,1
xupefei/Locale-Emulator,8,6,0,0,0,3,9,0,4,0.0,8835057,xupefei/Locale-Emulator,https://github.com/xupefei/Locale-Emulator,2013-03-17 13:51:51,C#,,6774,600,6774,213,67,xupefei/Locale-Emulator,33.0,4918775.0,30.0,28.0,386.0,0.0,0.0,0.0,2.0,50.0,52.0,0.0,27.0,xupefei/Locale-Emulator,2013-03-17 13:51:51,3309,1486.4838319734058,0.0099728014505893,0.0084617709277727,0.0090661831368993,0.1166515563614385,0.9333333333333332,1
reactiveui/ReactiveUI,3,5,0,1,0,15,25,0,0,0.0,715082,reactiveui/ReactiveUI,https://github.com/reactiveui/ReactiveUI,2010-06-11 05:24:29,C#,,6686,1055,6686,58,68,reactiveui/ReactiveUI,201.0,0.0,2.0,0.0,4827.0,66.0,1102.0,1168.0,11.0,1893.0,1904.0,1.0,91.0,reactiveui/ReactiveUI,2010-06-11 05:24:29,4319,0.0,0.0465385505904144,0.0,0.0004630701551285,1.1176198194026394,0.0,1
MathewSachin/Captura,10,8,0,0,0,0,12,0,0,1.0,41589439,MathewSachin/Captura,https://github.com/MathewSachin/Captura,2015-08-29 10:30:45,C#,,6653,1240,6653,114,69,MathewSachin/Captura,51.0,378582.0,27.0,43.0,1121.0,109.0,181.0,290.0,5.0,229.0,234.0,0.0,40.0,MathewSachin/Captura,2015-08-29 10:30:45,2414,156.82767191383596,0.0211267605633802,0.0178127589063794,0.0111847555923777,0.4643744821872411,1.5925925925925926,1
ThreeMammals/Ocelot,17,5,0,0,0,1,10,0,3,0.0,62256097,ThreeMammals/Ocelot,https://github.com/ThreeMammals/Ocelot,2016-06-29 20:35:24,C#,,6648,1398,6648,549,70,ThreeMammals/Ocelot,140.0,559.0,30.0,319.0,1276.0,486.0,527.0,1013.0,82.0,470.0,552.0,45.0,131.0,ThreeMammals/Ocelot,2016-06-29 20:35:24,2109,0.2650545282124229,0.0663821716453295,0.1512565196775723,0.0142247510668563,0.6050260787102892,10.633333333333333,1
Jackett/Jackett,620,9,0,0,0,18,28,1,52,4.0,45195614,Jackett/Jackett,https://github.com/Jackett/Jackett,2015-10-29 16:23:19,C#,,6634,858,6634,316,71,Jackett/Jackett,428.0,170608.0,30.0,240.0,9449.0,298.0,10172.0,10470.0,12.0,2352.0,2364.0,54.0,1412.0,Jackett/Jackett,2015-10-29 16:23:19,2353,72.50658733531662,0.1818954526136846,0.1019974500637484,0.0127496812579685,4.015724606884828,8.0,1
TGSAN/CMWTAT_Digital_Edition,26,0,0,0,0,0,0,0,20,1.0,135050219,TGSAN/CMWTAT_Digital_Edition,https://github.com/TGSAN/CMWTAT_Digital_Edition,2018-05-27 13:45:02,C#,,6619,1075,6619,7,72,TGSAN/CMWTAT_Digital_Edition,2.0,185370.0,7.0,10.0,31.0,8.0,24.0,32.0,1.0,1.0,2.0,0.0,10.0,TGSAN/CMWTAT_Digital_Edition,2018-05-27 13:45:02,1412,131.28186968838526,0.0014164305949008,0.0070821529745042,0.0049575070821529,0.0219546742209631,1.4285714285714286,0
nilaoda/N_m3u8DL-CLI,19,3,1,0,0,2,2,0,8,2.0,182095352,nilaoda/N_m3u8DL-CLI,https://github.com/nilaoda/N_m3u8DL-CLI,2019-04-18 13:43:49,C#,,6578,1224,6578,138,73,nilaoda/N_m3u8DL-CLI,7.0,114917.0,30.0,68.0,334.0,170.0,343.0,513.0,0.0,13.0,13.0,0.0,66.0,nilaoda/N_m3u8DL-CLI,2019-04-18 13:43:49,1086,105.81675874769796,0.0064456721915285,0.0626151012891344,0.0276243093922651,0.3075506445672191,2.2666666666666666,0
winsw/winsw,21,7,0,0,0,6,15,1,5,1.0,500093,winsw/winsw,https://github.com/winsw/winsw,2010-02-03 02:49:39,C#,,6500,1053,6500,129,74,winsw/winsw,53.0,46995.0,30.0,160.0,786.0,114.0,328.0,442.0,23.0,420.0,443.0,4.0,60.0,winsw/winsw,2010-02-03 02:49:39,4447,10.567798515853385,0.0119181470654373,0.03597931189566,0.0067461209804362,0.1767483696874297,5.333333333333333,1
dvf/blockchain,12,1,0,0,0,1,4,0,0,5.0,104670977,dvf/blockchain,https://github.com/dvf/blockchain,2017-09-24 19:36:36,C#,,6466,2439,6466,102,75,dvf/blockchain,16.0,0.0,2.0,0.0,71.0,61.0,61.0,122.0,47.0,47.0,94.0,0.0,12.0,dvf/blockchain,2017-09-24 19:36:36,1657,0.0,0.0096560048280024,0.0,0.0012070006035003,0.0428485214242607,0.0,1
Humanizr/Humanizer,47,5,0,0,0,16,30,2,113,98.0,4213474,Humanizr/Humanizer,https://github.com/Humanizr/Humanizer,2012-05-03 12:01:45,C#,,6450,817,6450,189,76,Humanizr/Humanizer,258.0,284.0,22.0,540.0,2309.0,178.0,343.0,521.0,20.0,642.0,662.0,10.0,192.0,Humanizr/Humanizer,2012-05-03 12:01:45,3627,0.0783016266887234,0.0711331679073614,0.1488833746898263,0.0060656189688447,0.6366142817755721,24.545454545454547,1
dodyg/practical-aspnetcore,24,0,0,0,0,5,9,0,16,2.0,64290739,dodyg/practical-aspnetcore,https://github.com/dodyg/practical-aspnetcore,2016-07-27 08:23:40,C#,,6178,812,6178,168,77,dodyg/practical-aspnetcore,27.0,0.0,2.0,0.0,2409.0,171.0,98.0,269.0,1.0,54.0,55.0,0.0,883.0,dodyg/practical-aspnetcore,2016-07-27 08:23:40,2081,0.0,0.0129745314752522,0.0,0.0009610764055742,1.157616530514176,0.0,1
kgrzybek/modular-monolith-with-ddd,245,33,0,0,0,27,142,2,42,32.0,203892454,kgrzybek/modular-monolith-with-ddd,https://github.com/kgrzybek/modular-monolith-with-ddd,2019-08-23 00:12:03,C#,,6132,893,6132,37,78,kgrzybek/modular-monolith-with-ddd,22.0,0.0,2.0,0.0,283.0,37.0,57.0,94.0,7.0,86.0,93.0,1.0,43.0,kgrzybek/modular-monolith-with-ddd,2019-08-23 00:12:03,959,0.0,0.0229405630865484,0.0,0.0020855057351407,0.2950990615224191,0.0,1
mbdavid/LiteDB,34,2,0,0,0,3,8,0,5,2.0,23315232,mbdavid/LiteDB,https://github.com/mbdavid/LiteDB,2014-08-25 13:49:30,C#,,6106,933,6106,489,79,mbdavid/LiteDB,94.0,22737.0,30.0,34.0,2329.0,464.0,1382.0,1846.0,43.0,244.0,287.0,0.0,120.0,mbdavid/LiteDB,2014-08-25 13:49:30,2783,8.1699604743083,0.0337765001796622,0.0122170319798778,0.0107797340998922,0.8368666906216313,1.1333333333333333,1
ElectronNET/Electron.NET,8,9,0,2,0,9,27,2,1,17.0,105649273,ElectronNET/Electron.NET,https://github.com/ElectronNET/Electron.NET,2017-10-03 12:30:29,C#,,6060,596,6060,116,80,ElectronNET/Electron.NET,75.0,0.0,2.0,0.0,718.0,131.0,379.0,510.0,15.0,141.0,156.0,4.0,74.0,ElectronNET/Electron.NET,2017-10-03 12:30:29,1648,0.0,0.045509708737864,0.0,0.0012135922330097,0.4356796116504854,0.0,1
gitextensions/gitextensions,15,19,0,0,0,27,61,2,0,0.0,85953,gitextensions/gitextensions,https://github.com/gitextensions/gitextensions,2008-12-06 09:18:59,C#,,5989,1789,5989,642,81,gitextensions/gitextensions,511.0,1497489.0,30.0,80.0,15143.0,610.0,5049.0,5659.0,33.0,3943.0,3976.0,5.0,86.0,gitextensions/gitextensions,2008-12-06 09:18:59,4871,307.4294805994662,0.1049065900225826,0.0164237322931636,0.0061588996099363,3.108807226442209,2.6666666666666665,1
unoplatform/uno,24,10,0,0,0,77,93,1,0,0.0,132453438,unoplatform/uno,https://github.com/unoplatform/uno,2018-05-07 11:52:27,C#,,5980,481,5980,1172,82,unoplatform/uno,280.0,855.0,30.0,492.0,15128.0,1007.0,2580.0,3587.0,96.0,4349.0,4445.0,0.0,129.0,unoplatform/uno,2018-05-07 11:52:27,1432,0.5970670391061452,0.1955307262569832,0.3435754189944134,0.020949720670391,10.564245810055866,16.4,1
mRemoteNG/mRemoteNG,28,6,0,0,0,9,26,3,11,0.0,460848,mRemoteNG/mRemoteNG,https://github.com/mRemoteNG/mRemoteNG,2010-01-06 15:53:17,C#,,5878,1095,5878,686,83,mRemoteNG/mRemoteNG,109.0,3608881.0,30.0,94.0,4829.0,663.0,1150.0,1813.0,1.0,366.0,367.0,0.0,9.0,mRemoteNG/mRemoteNG,2010-01-06 15:53:17,4475,806.4538547486034,0.0243575418994413,0.0210055865921787,0.0067039106145251,1.0791061452513966,3.1333333333333333,1
migueldeicaza/gui.cs,45,8,1,0,0,17,55,2,22,3.0,113807330,migueldeicaza/gui.cs,https://github.com/migueldeicaza/gui.cs,2017-12-11 03:23:45,C#,,5844,468,5844,81,84,migueldeicaza/gui.cs,88.0,0.0,2.0,0.0,2461.0,62.0,706.0,768.0,17.0,770.0,787.0,1.0,75.0,migueldeicaza/gui.cs,2017-12-11 03:23:45,1579,0.0,0.0557314756174794,0.0,0.0012666244458518,1.558581380620646,0.0,1
aspnet/Mvc,6,0,0,0,0,8,10,3,1,0.0,15126429,aspnet/Mvc,https://github.com/aspnet/Mvc,2013-12-12 03:54:00,C#,,5726,2228,5726,0,85,aspnet/Mvc,191.0,0.0,2.0,0.0,4596.0,0.0,5180.0,5180.0,0.0,3455.0,3455.0,2.0,27.0,aspnet/Mvc,2013-12-12 03:54:00,3039,0.0,0.062849621586048,0.0,0.0006581112207963,1.5123395853899309,0.0,1
Radarr/Radarr,25,20,0,2,0,2,24,0,0,0.0,77323220,Radarr/Radarr,https://github.com/Radarr/Radarr,2016-12-25 11:38:26,C#,,5666,702,5666,325,86,Radarr/Radarr,299.0,235667.0,30.0,298.0,10835.0,308.0,5266.0,5574.0,34.0,1430.0,1464.0,0.0,65.0,Radarr/Radarr,2016-12-25 11:38:26,1930,122.10725388601035,0.1549222797927461,0.1544041450777202,0.0155440414507772,5.6139896373057,9.933333333333334,1
rocksdanister/lively,55,18,11,0,0,17,23,0,1,0.0,201188122,rocksdanister/lively,https://github.com/rocksdanister/lively,2019-08-08 05:57:26,C#,,5647,474,5647,100,87,rocksdanister/lively,4.0,495317.0,30.0,71.0,490.0,141.0,564.0,705.0,1.0,42.0,43.0,16.0,85.0,rocksdanister/lively,2019-08-08 05:57:26,974,508.5390143737166,0.0041067761806981,0.0728952772073922,0.0308008213552361,0.5030800821355236,2.3666666666666667,0
QuantConnect/Lean,20,3,0,0,0,5,12,1,8,4.0,27251463,QuantConnect/Lean,https://github.com/QuantConnect/Lean,2014-11-28 04:20:19,C#,,5641,2392,5641,416,88,QuantConnect/Lean,194.0,0.0,2.0,0.0,11313.0,413.0,2018.0,2431.0,6.0,3795.0,3801.0,3.0,97.0,QuantConnect/Lean,2014-11-28 04:20:19,2688,0.0,0.072172619047619,0.0,0.0007440476190476,4.208705357142857,0.0,1
lambci/docker-lambda,108,1,0,0,0,1,12,0,130,17.0,59715467,lambci/docker-lambda,https://github.com/lambci/docker-lambda,2016-05-26 03:06:22,C#,,5617,424,5617,55,89,lambci/docker-lambda,37.0,0.0,2.0,0.0,440.0,52.0,229.0,281.0,7.0,69.0,76.0,7.0,49.0,lambci/docker-lambda,2016-05-26 03:06:22,2143,0.0,0.0172655156322911,0.0,0.0009332711152589,0.2053196453569762,0.0,1
microsoft/VFSForGit,21,2,0,0,0,3,8,0,15,1.0,80058269,microsoft/VFSForGit,https://github.com/microsoft/VFSForGit,2017-01-25 21:10:29,C#,,5570,447,5570,295,90,microsoft/VFSForGit,57.0,1420359.0,30.0,58.0,2494.0,295.0,472.0,767.0,5.0,989.0,994.0,0.0,54.0,microsoft/VFSForGit,2017-01-25 21:10:29,1899,747.9510268562401,0.0300157977883096,0.0305423907319641,0.0157977883096366,1.3133228014744602,1.933333333333333,1
OrchardCMS/OrchardCore,11,8,0,0,0,3,14,0,7,0.0,26884725,OrchardCMS/OrchardCore,https://github.com/OrchardCMS/OrchardCore,2014-11-19 22:29:26,C#,,5558,1884,5558,1135,91,OrchardCMS/OrchardCore,241.0,0.0,2.0,0.0,5875.0,1069.0,4320.0,5389.0,115.0,4862.0,4977.0,1.0,97.0,OrchardCMS/OrchardCore,2014-11-19 22:29:26,2697,0.0,0.089358546533185,0.0,0.0007415647015202,2.17834631071561,0.0,1
JasonStein/Notepads,43,8,1,0,0,13,22,0,1,1.0,189676777,JasonStein/Notepads,https://github.com/JasonStein/Notepads,2019-06-01 01:20:33,C#,,5524,326,5524,227,92,JasonStein/Notepads,61.0,43821.0,30.0,88.0,984.0,227.0,315.0,542.0,33.0,446.0,479.0,0.0,130.0,JasonStein/Notepads,2019-06-01 01:20:33,1042,42.05470249520153,0.0585412667946257,0.0844529750479846,0.0287907869481765,0.944337811900192,2.933333333333333,1
